id,question,answer,category,source
10573,O que é uma boa apólice de seguro residencial?,"Uma boa apólice residencial é aquela que paga o valor máximo possível quando você registra uma reclamação. Tudo começa com um bom agente que irá ouvi-lo, fornecer-lhe aconselhamento financeiro sólido e comunicar-se consigo e com a companhia de seguros de forma precisa. Quando este agente define os limites corretos e aconselha sobre coberturas opcionais que podem afetá-lo, a cobertura deve estar correta. Então, quando a perda chegar, sua empresa intervirá e cuidará de você.",geral,insurance_qa_v2
10574,Por que o seguro de invalidez é necessário?,"O Seguro de Invalidez é necessário porque você NUNCA sabe quando poderá ficar doente ou incapacitado. Embora muitas pessoas pensem: “Ah, minhas economias cuidarão de mim enquanto eu me recupero”, elas esquecem que algumas doenças ou lesões podem ser incapacitantes para o resto da vida de uma pessoa. Ter um seguro de invalidez lhe dá a segurança de saber que, mesmo no caso de uma lesão ou doença prolongada, você ainda receberá uma renda mensal por um período de tempo pré-determinado.",geral,insurance_qa_v2
10575,O Medicare é gratuito?,"O Medicare não é realmente gratuito. Durante seus anos de trabalho, você terá dinheiro deduzido de seu contracheque a cada período de pagamento -LRB- sujeito a limitações e limites -RRB-. Esse dinheiro vai para o Medicare para ajudar a pagar os benefícios que você receberá quando se tornar elegível. Depois que você for elegível, ainda haverá lacunas na cobertura que exigirão custos diretos. Assim...talvez a necessidade de um plano Medigap que possa ajudar a compensar essas lacunas. Um corretor experiente pode ajudá-lo a escolher o melhor plano Medigap.",geral,insurance_qa_v2
10576,Você pode negociar taxas de seguro automóvel?,"Normalmente, o agente local não tem qualquer controle sobre as taxas que você paga pela cobertura do seu seguro automóvel. Existem muito poucas operadoras que oferecem ao agente local flexibilidade na comissão que ele recebe pela venda de uma apólice, o que poderia fornecer algum ajuste em sua tarifa se o agente estivesse disposto a ganhar menos comissão pela venda da apólice.",geral,insurance_qa_v2
10577,O Medicare cobre Euflexxa?,"O Medicare cobrirá apenas injeções de Euflexxa e outras injeções de hialuronano para osteoartrite do joelho. Os medicamentos injetáveis ​​cobertos são Euflexxa, Hyalgan, Synvisc, Supartz, Orthovisc e Synvisc One. A osteoartrite do joelho deve ser comprovada por raio-x e não será paga mais do que uma injeção a cada 6 meses.",geral,insurance_qa_v2
10578,Quanto custa o seguro saúde para trabalhadores autônomos?,"O custo médio no país para um plano de seguro saúde -LRB- geral -RRB- é estimado em cerca de US$ 328 por mês - no entanto, isso reflete apenas em um plano de nível prata -LRB- nem todas as médias estaduais de 2014 estão disponíveis ainda -RRB-. Embora você possa tentar chegar a um custo “médio”, há muitos fatores que influenciam o preço premium para dizer como isso se compara a um indivíduo em comparação com o grupo geral. Em suma, um prémio “médio” é um valor bastante inútil para o indivíduo. É representativo apenas para um grande grupo - você poderia ter pessoas pagando uma pequena quantia nominal -LRB- depois de contabilizar subsídios -RRB- por mês até vários milhares de dólares por mês. Mesmo para isso há uma tonelada de informações a serem analisadas para obter uma representação precisa. O fato de você estar coberto por um plano de saúde individual ou por cobertura de grupo influenciará o valor que você está pagando. De acordo com o Affordable Care Act, você tem opções para planos de nível bronze, prata, ouro e platina -LRB- conforme você sobe no metal, o preço sobe, mas oferece melhores benefícios -RRB- - algumas áreas também têm um plano catastrófico disponível. Além disso, sua idade e códigos postais também são fatores importantes. Quanto mais jovem você for, mais barato será o prêmio – quanto mais velho você for, maior será o prêmio. Além disso, se você usar produtos de tabaco, seu prêmio também poderá ser aumentado em até 50%. Eu sempre recomendo consultar um corretor experiente em relação à sua cobertura de saúde pessoal. Podemos trabalhar com você para analisar uma ampla gama de opções de muitas das principais operadoras do setor e encontrar o plano mais adequado às suas necessidades. Por favor, deixe-me saber se eu puder ajudar mais. Muito obrigado.",geral,insurance_qa_v2
10579,Quantas pessoas têm um plano de aposentadoria?,"Essa é uma ótima pergunta! A resposta realmente curta e assustadora não é suficiente. E daqueles que o fazem, a maioria descobriu que não é suficiente. O fundo de reforma médio tem o suficiente para garantir três anos de vida normal, mas a esperança média de vida após a reforma é de quinze anos. O que vai acontecer nesses últimos doze? Acrescente a isso os custos crescentes dos cuidados qualificados, -LRB- 70% dos Idosos necessitarão de alguns em algum momento -RRB- e mesmo as pequenas poupanças desaparecem rapidamente. Infelizmente, não enfatizamos o ensino das pessoas sobre a preparação para a reforma e, como resultado, 55% dos nossos Idosos vivem na pobreza e dependem de programas públicos que em breve irão à falência para sobreviver. Eu sinceramente espero que não seja você, um dia. Se você tem medo, entre em contato comigo. Obrigado por perguntar!",geral,insurance_qa_v2
10580,Quanto custa um seguro de cuidados de longo prazo?,"Duas pessoas de 60 anos, não fumantes e com boa saúde, emitidas em uma apólice, pagarão cerca de US$ 300 por mês pelo seguro de cuidados de longo prazo. Depende de muitos factores, tanto pessoais como das disposições políticas seleccionadas. O prêmio do Seguro de Cuidados de Longo Prazo é determinado por informações médicas coletadas sobre o segurado, como sexo, idade, histórico de saúde, condição médica atual, tabagismo e disposições da apólice elegíveis, como período de eliminação, valor do benefício e acréscimos, como inflação.",geral,insurance_qa_v2
10581,Quanto devo contratar de seguro de vida?,"Participar de um seguro de vida adquirido para cobertura de benefício por morte pode ou não ser a melhor opção garantida para cobertura permanente, mas dito isso, você deve cobrir suas responsabilidades financeiras, obrigações futuras, sua renda e qualquer intenção de caridade. Seu preço é baseado em informações médicas, atividades comportamentais e adequação financeira. As informações médicas incluem sexo, idade, tabagismo, histórico de saúde e condição médica atual. As atividades comportamentais incluem violações de veículos motorizados, recreação perigosa e vocação perigosa. A adequação financeira também é um componente crítico na quantidade de cobertura que você pode garantir. Você só pode comprar o que for financeiramente justificável.",geral,insurance_qa_v2
10582,O seguro do locatário cobre backup de esgoto?,"O seguro do locatário não cobre o backup de esgoto por si só. Existe um endosso disponível para adicionar esta cobertura, geralmente por apenas alguns dólares por mês. Vale lembrar que os endossos devem ser feitos antes que ocorra um prejuízo. Você não pode ligar para sua seguradora e adicionar o endosso de reserva de água e esgoto após descobrir o problema, não haverá cobertura porque o endosso não foi aplicado no momento do sinistro.",geral,insurance_qa_v2
10583,O que é seguro de vida com valor em dinheiro?,"O valor em dinheiro do seguro de vida é o valor da conta menos todas as despesas da apólice e, em seguida, os ganhos aplicados ao acúmulo de valor em dinheiro restante. Existem quatro políticas de valor monetário: vida participativa integral, vida universal com pressuposto atual, vida universal indexada e vida universal variável.",geral,insurance_qa_v2
10584,Para que serve o exame de sangue e urina do seguro de vida?,"Essa é uma ótima pergunta! Embora também possam procurar outras coisas, como regra geral, procurarão estas coisas: Seus níveis de açúcar, para diabetes; colesterol/triglicerídeos para doenças cardíacas/risco de acidente vascular cerebral; uso de drogas, álcool e tabaco -LRB- drogas ilegais e legais -RRB-; produtos químicos que mostram a saúde dos rins e do fígado; proteínas que mostram risco de câncer; HIV e hepatite. Todas essas coisas ajudam a validar a veracidade de suas respostas e avaliar o risco que representam para você. Ótima pergunta, obrigado por perguntar!",geral,insurance_qa_v2
10585,O que é sobreposição de anuidades?,"A sobreposição de anuidades ocorre quando uma anuidade paga dois rendimentos a um dependente sobrevivente por um período de tempo. Acontece quando alguém adquire uma Anuidade Conjunta que também é uma Anuidade Garantida e morre antes do término do período garantido. Se optarem por iniciar o pagamento da anuidade após a sua morte e tiverem estabelecido a anuidade de forma sobreposta, a apólice pagará ao dependente dois rendimentos até ao final do período garantido.",geral,insurance_qa_v2
10586,O meu seguro residencial cobrirá problemas de fundação?,"Se a sua fundação for danificada por um perigo coberto, então isso será resolvido pelo seguro residencial -LRB-, portanto, se um incêndio na casa causar danos à sua fundação, você ficará bem -RRB-, já que a fundação faz parte da casa. No entanto, as apólices de seguro residencial excluem danos causados ​​por inundações e pressão hidrostática, portanto, se os seus “problemas de fundação” forem devidos à pressão da água ou ao deslocamento do solo, não haverá cobertura. Se o concreto simplesmente não for bom, isso também será excluído, pois é causado por uma degradação lenta e não por uma ocorrência repentina e acidental. É difícil responder à sua pergunta sem mais informações. Envie-me uma mensagem e podemos resolver isso especificamente.",geral,insurance_qa_v2
10587,Como se tornar um agente de seguros de vida?,"Para se tornar um agente de seguros de vida licenciado em seu estado, primeiro acesse o site do seu estado e pesquise o Departamento de Seguros ou DOI. Lá você encontrará os requisitos do seu estado para se tornar licenciado. Existem diversas variações para atender às exigências do seu estado. Normalmente incluirá 30-40 horas de treinamento em sala de aula ao vivo ou on-line. Eles incluem trabalho de estudo para obter um certificado para fazer o exame, geralmente em um local monitorado ao vivo em seu estado. A maioria dos estados também exige uma investigação de antecedentes e/ou impressões digitais. Todas essas taxas geralmente são por sua conta. No entanto, existem empresas que pagarão suas taxas se você as procurar. Alguns estados também exigem que você seja nomeado para uma companhia de seguros antes de sua licença ser emitida e outros apenas emitirão a licença. Eu recomendo empresas e agências de compras durante o processo para ver quem pode ter o melhor programa de treinamento para você começar.",geral,insurance_qa_v2
10588,O que o Medicare Extra ajuda a pagar?,"O Medicare Extra Help paga as despesas associadas à compra de um plano de medicamentos prescritos do Medicare. A Ajuda Extra do Medicare ajuda pessoas de baixos rendimentos e bens a pagar os prémios, franquias e co-pagamentos de um Plano de Medicamentos Prescritos do Medicare. Você pode ligar para o Seguro Social pelo telefone 1-800-7772-1213 para verificar se você se qualifica para a Ajuda Extra do Medicare.",geral,insurance_qa_v2
10589,A podridão da madeira é coberta pelo seguro residencial?,"Wood Rot não se enquadra na categoria de repentino ou acidental. A podridão da madeira seria uma condição geralmente causada por um chumbo lento ou gotejamento de água que, com o tempo, apodrece a madeira. Como esta era uma condição de longo prazo que poderia ser resolvida se o vazamento ou gotejamento tivesse sido corrigido, esta não seria uma perda coberta.",geral,insurance_qa_v2
10590,O seguro saúde privado cobre abdominoplastia?,O seguro saúde privado não cobrirá cirurgias eletivas realizadas por motivos estéticos. Cobrirá esta mesma cirurgia se o médico a solicitar por motivos de saúde. Você deve discutir isso com sua companhia de seguros Heath ou com seu agente se não tiver certeza sobre isso.,geral,insurance_qa_v2
10591,Como abrir um plano de aposentadoria 401K?,"Abrir um Plano de Aposentadoria 401 -LRB-k -RRB- é algo que seu departamento de Recursos Humanos precisa ajudar por meio de seu empregador. Antes de poder abrir um, você precisa estar trabalhando e trabalhando horas suficientes para se qualificar para participação no 401 -LRB-k -RRB-. Deve haver um representante com quem o departamento de RH possa entrar em contato e que possa responder a perguntas específicas sobre o seu plano disponível.",geral,insurance_qa_v2
10592,Quanto custa o seguro residencial?,"Os prêmios de seguro residencial refletem a quantidade de risco que uma seguradora assumirá ao segurar uma casa. É claro que numerosos factores afectam os preços, pelo que é difícil dar uma resposta geral a esta questão. Considere o valor da cobertura e da franquia, por exemplo. Você pagará mais por uma casa segurada de US$ 450.000 do que pagaria por uma de US$ 250.000. Você pagará mais por uma franquia de US$ 500 do que pagaria por US$ 1.000 ou mais. O tipo de materiais de construção, a proximidade de um local costeiro, a distância de hidrantes e corpos de bombeiros são fatores importantes.",geral,insurance_qa_v2
10593,Que tipo de seguro para locatários eu preciso?,"A menos que eu esteja enganado. Existe apenas um tipo de seguro para locatários. Existem endossos que podem ser adicionados a uma apólice para torná-la específica às suas necessidades de cobertura, mas a apólice básica é bastante padrão para a maioria das operadoras. A maioria das operadoras usa ISO como formulário base que fornece uma linguagem padrão para a própria apólice. Entre em contato com um agente local para descobrir quais operadoras e coberturas estão disponíveis. Eles estão lá para ajudá-lo a ser mais bem informado, para que você possa decidir sobre a cobertura certa para sua situação.",geral,insurance_qa_v2
10594,É ilegal a lei não ter seguro residencial?,"Não . Não é ilegal ficar sem seguro residencial. No entanto, se você tiver uma hipoteca sobre sua casa, seu credor exigirá que você tenha um seguro adequado para sua casa. Além disso, o credor exigirá que eles estejam listados na apólice de seguro. Se você não cumprir, eles comprarão um seguro residencial para você e cobrarão por isso. É mais caro assim.",geral,insurance_qa_v2
10595,O que significa colisão no seguro automóvel?,"Colisão é um termo definido na Política Automóvel Pessoal, portanto não há muito debate sobre o que significa colisão. De acordo com minha cópia da Apólice de Automóveis Pessoais publicada pelo The Insurance Service Office -LRB- ISO -RRB-, Formulário PP 00 01 01 05, Parte D - Cobertura para Danos ao Seu Automóvel, Parágrafo B. . Colisão significa o impacto do seu automóvel coberto ou de um automóvel que não é de sua propriedade ou seu impacto com outro veículo ou objeto. As perdas causadas pelo seguinte são consideradas diferentes de colisão : 1 . Mísseis ou queda de objetos; 2. Fogo ; 3. Roubo ou furto; 4. Explosão ou terremoto; 5. Tempestade de vento; 6. Granizo, água ou inundação; 7. Travessuras maliciosas ou vandalismo; 8. Motim ou comoção civil; 9. Contato com pássaro ou animal; ou 10. Quebra de vidro. Se a quebra do vidro for causada por uma colisão, você poderá optar por considerá-la uma perda causada pela colisão. Espero ter respondido sua pergunta. Se não, sinta-se à vontade para me ligar, enviar fax ou e-mail. Kevin P. Foley, CPA, CPCU PFT&K Corretores de seguros T 877-414-2031 F 877-405-3025 E kpfoley -LSB- em -RSB- kpfoley -LSB- ponto -RSB- com W www -LSB- ponto -RSB- kpfoley -LSB- ponto -RSB- com",geral,insurance_qa_v2
10596,Qual é o melhor seguro secundário?,"Suspeito que você esteja perguntando sobre seguro “complementar”. Seguro secundário é um termo associado quando uma pessoa está coberta por 2 apólices de seguro saúde diferentes. Mais comumente, quando marido e mulher trabalham para empregadores diferentes e um ou ambos estão inscritos no plano de saúde do empregador e cobrem seus cônjuges como dependentes. Nesta situação as duas políticas irão “coordenar os benefícios” e uma política cobrirá o que a outra não cobre. Mas não existe realmente o “melhor” nesta situação, trata-se apenas de qualquer cobertura que o outro cônjuge tenha. As apólices complementares são numerosas e variadas e são oferecidas por um número crescente de seguradoras. Algumas apólices complementares são projetadas especificamente para cobrir franquias do plano de saúde e outras despesas correntes. Outros podem ser direcionados para situações específicas, como câncer e doenças críticas. O triste facto é que não existe uma medida objectiva que possa dizer qual é a “melhor” política complementar para a sua situação específica. Alguns consumidores associarão muita publicidade e a marca de uma determinada ave aquática como sendo a melhor. Isto pode ou não ser verdade. Buscar o aconselhamento de um agente de seguro saúde independente seria de seu interesse se você estiver procurando por cobertura complementar. Os agentes vinculados a uma seguradora específica só podem mostrar os produtos dessa seguradora e, portanto, seu objetivo será atender às suas necessidades em sua caixa, seja ela a mais adequada para você ou não.",geral,insurance_qa_v2
10597,Quanto posso investir no meu plano de aposentadoria?,"Quanto você pode colocar em seu plano de aposentadoria? Bem, isso vai depender do tipo de plano que você tem e da idade que você tem atualmente. A Receita Federal estabelece limites anuais diferentes para planos diferentes. O aspecto da idade é que na maioria dos casos de planos, um participante mais velho tem agora direito a disposições de “recuperação” que permitem contribuições adicionais acima dos limites a serem feitos.",geral,insurance_qa_v2
10598,Como planejar a aposentadoria quando for autônomo?,"Você deseja determinar sua faixa de impostos, quanto deseja guardar para a aposentadoria e por quanto tempo fará contribuições. Se você estiver em uma faixa de impostos elevados, você pode considerar um plano qualificado como o SEP IRAs, que oferece oportunidades significativas de contribuição com base em sua renda. Os planos não qualificados são geralmente financiados com seguro de vida e anuidades com menos restrições do que um plano qualificado.",geral,insurance_qa_v2
10599,Até que idade posso ter seguro saúde dos meus pais?,"Você pode estar no plano de saúde dos seus pais até os 26 anos. Depois disso, você deverá garantir seu próprio plano de saúde individual. Você tem a opção de contratar um plano de saúde individual antes dos 26 anos e não é obrigado a permanecer nele até atingir o limite de idade. Muitos jovens que ingressam no mercado de trabalho após a faculdade geralmente obtêm seu próprio plano de saúde ou ingressam em um plano de saúde coletivo por meio de seu empregador. Se desejar ajuda para encontrar o plano de saúde que melhor atenda às suas necessidades, envie-me uma mensagem privada. Você também pode visitar meu site, TermInsuranceBrokers.com, para revisar as informações do plano e executar cotações instantâneas gratuitas de muitas das principais empresas médicas.",geral,insurance_qa_v2
10600,Com que rapidez o seguro de vida é pago?,"A rapidez com que o seguro de vida é pago depende da empresa e se todos os “patos estão alinhados”. Se a empresa mudou de mãos, o endereço do beneficiário mudou, etc., pode levar alguns meses para enviar e receber a solicitação. Se tudo estiver em dia e o tempo de processamento dessa empresa for rápido, pode demorar menos de uma semana.",geral,insurance_qa_v2
10601,Quando você pode alterar o seguro residencial?,"O Seguro Residencial pode ser cancelado a qualquer momento pelo Segurado. O Segurado poderá ser obrigado a apresentar um pedido assinado para cancelar a apólice; é importante adquirir uma nova apólice e certificar-se de que ela entre em vigor na mesma data do cancelamento da sua apólice antiga. Todas as apólices têm um horário padrão de início e vencimento: 12h01. Existe um link online disponível para obter uma cotação e comprar seguro residencial diretamente online em vários estados. O link é: WEBSITELINK Se o motivo da mudança de transportadora for devido a um problema com uma inspeção que foi realizada -LRB- interior ou exterior -RRB- em sua propriedade, devemos informar que todas as transportadoras estão agora inspecionando riscos, o que significa que você provavelmente terá o mesmo problema com outra transportadora. Por outro lado, uma seguradora tem restrições legais quanto ao cancelamento de uma apólice de seguro; eles só poderão cancelar uma apólice por qualquer motivo de subscrição durante os primeiros 60 dias de uma nova apólice de seguro. Eles podem cancelar uma apólice a qualquer momento por falta de pagamento do prêmio, seguindo a exigência do Estado de notificação legal.",geral,insurance_qa_v2
10602,O que significa um prêmio de seguro saúde?,"Este é o termo usado para descrever a obrigação mensal que você paga para ter a apólice. Pense nisso em termos de ``pagamento''. Os prêmios variam de acordo com a apólice, dependendo do tipo de apólice, da franquia, do co-pagamento, se você tem tratamento odontológico ou oftalmológico, etc. A maioria das pessoas mantém as apólices por mais tempo, quanto mais acessível for o prêmio mensal para seu orçamento.",geral,insurance_qa_v2
10603,Como economizar no seguro do locatário?,"A melhor forma de economizar no Seguro de Locatário é obter uma cotação selecionando limites de Bens Pessoais apenas o suficiente para cobrir a reposição de seu conteúdo, o Limite mínimo de Cobertura de Responsabilidade Civil e a Franquia máxima disponível. A combinação acima produzirá o prêmio mínimo possível e fornecerá a cobertura necessária a um preço acessível. Há um link que fornece um formato online para obter uma cotação e comprar seguro para locatários online em vários estados; pode ser utilizado por Profissionais Imobiliários e diretamente pelos Consumidores. Uma experiência online exemplar para todos! SITELINK",geral,insurance_qa_v2
10604,Como solicitar seguro de vida online?,"Para solicitar um seguro de vida on-line, você provavelmente desejará começar analisando as cotações para ter uma idéia do que pode pagar. Quando um site oferece cotações ""instantâneas"" gratuitas, você pode comparar diferentes durações de mandato e valores faciais de acordo com sua preferência. O próximo passo é ligar ou enviar um e-mail para alguém desse site para “escrever” sua cotação. Conversar com alguém ajudará a garantir que você obtenha o preço mais baixo e que realmente se qualifique para a apólice à qual deseja se inscrever. Além disso, conversar com um agente o ajudará a entender os recursos da sua apólice e permitirá que você obtenha o tipo de cobertura que melhor atende às suas necessidades. Depois de escolher sua apólice, o processo de inscrição é semelhante ao que você aplicaria em qualquer agência de seguro de vida. A principal exceção é que você não precisa se sentar cara a cara com um agente.",geral,insurance_qa_v2
10605,O que cobre o seguro do locatário?,"O seguro do locatário é conhecido como apólice do locatário. A cobertura mais importante é a de responsabilidade pessoal, em que a empresa se compromete a pagar quando você for legalmente responsável por reclamações decorrentes de lesões corporais ou danos materiais. A segunda cobertura mais importante é para seus bens pessoais. O proprietário não é responsável pela sua propriedade. Se houver uma perda coberta, seu único recurso para bens perdidos é a apólice do inquilino. Existem coberturas adicionais, algumas das quais estão incluídas.",geral,insurance_qa_v2
10606,O que o seguro automóvel contra lesões corporais cobre?,"Lesões corporais cobrem as contas médicas de alguém que você feriu em um acidente. Isso é o que vem com sua política automotiva. Um agente respeitável deveria explicar esta cobertura para você. Você precisa ter certeza de que seus limites atendem aos requisitos estaduais ou superiores. Se você tiver limites muito baixos, estiver envolvido em um acidente e tiver muitos ativos, estará colocando seus ativos em risco. Se os limites da sua apólice forem muito baixos e o seu acidente tiver pago todos os seus limites, você poderá ser processado pela diferença nas contas médicas que sua seguradora não pagou.",geral,insurance_qa_v2
10607,Como funciona quando você tem dois seguros de saúde?,"Quando uma família tem dois planos de seguro saúde, existem regras do setor sobre qual plano é considerado primário. As regras podem variar de acordo com o estado. A transportadora principal paga o sinistro como se nenhum outro seguro existisse. A transportadora secundária paga então quaisquer saldos não pagos -LRB- franquias, co-pagamentos, cosseguro -RRB- de acordo com o desenho do seu plano. O plano do membro é geralmente considerado primário. Quando as crianças estão abrangidas por dois planos, aplica-se frequentemente a regra do aniversário. O plano que cobre o pai cujo aniversário ocorre primeiro no ano civil é considerado o plano principal.",geral,insurance_qa_v2
10608,Por que obter seguro de cuidados de longo prazo?,"Todo mundo entra na discussão sobre seguro de cuidados de longo prazo de um ângulo diferente, porque todos nós temos experiências diferentes. Como site de seguros, descrevemos corretamente as implicações financeiras dos produtos em questão. Mas, como seres humanos, também inserimos as nossas experiências. Alguns de nós vemos isso do ponto de vista do cuidador/família, tendo sido cuidadores por defeito de um pai que não tinha seguro de cuidados de longo prazo, ou visto o nosso pai “saudável” lutar para cuidar do filho doente. Alguns de nós temos filhos adultos que nos incentivam a obter um seguro de cuidados de longo prazo porque sabem que teriam de abdicar de casas e empregos para virem cuidar de nós. Alguns de nós vemos isso do ponto de vista da pessoa que precisa de cuidados. O tempo passado num lar de idosos revela rapidamente aqueles que poderiam ter tido uma vida de maior qualidade a viver na sua própria casa, com os recursos que o seguro LTC proporciona. Há os “ricos” no quarto individual, cujos recursos estão diminuindo a cada ano que passa, e que podem eventualmente não ser capazes de sustentar o luxo de um quarto privado tendo que recorrer ao Medicaid. Não importa o ângulo de visão, há boas razões para obter um seguro de cuidados de longo prazo. Há também razões para não o conseguirmos, como afirmou tão eloquentemente o Sr. Bridgers sobre ambos os lados.",geral,insurance_qa_v2
10609,O que normalmente é coberto pelo seguro residencial?,"Normalmente, uma apólice residencial tem várias seções chamadas coberturas. A primeira cobertura é para a própria residência. A segunda cobertura é para estruturas particulares relacionadas localizadas na propriedade, como galpão, cerca ou piscina. A terceira cobertura é a propriedade pessoal e é comumente chamada de conteúdo. A quarta cobertura é para custos de vida adicionais e perda de rendas caso a residência se torne imprópria para uso. A próxima cobertura é normalmente de responsabilidade pessoal, que cobre você se você for processado por lesões corporais ou danos materiais. A próxima cobertura consiste em pagamentos médicos a terceiros e fornece assistência médica limitada a um visitante convidado que esteja ferido em sua propriedade. Existem outras coberturas incidentais.",geral,insurance_qa_v2
10610,O que o meu seguro residencial cobre?,"O seguro residencial cobre o custo de reposição da sua residência contra quase todas as coisas ruins que podem acontecer. Abrange seus bens pessoais contidos na residência com extensões para cobrir bens pessoais que estejam fora da residência. Abrange outros edifícios da propriedade. A cobertura mais importante é a cobertura de responsabilidade legal. A empresa que você selecionar deve estar pronta para lidar com uma ação judicial contra você por lesões corporais ou danos materiais. Quanto maior o limite desta cobertura melhor. Uma ação judicial pode arruinar o seu dia. Existem limitações, exclusões e restrições. Leia a política com atenção. Certifique-se de que o agente que você usa fornece à companhia de seguros todas as informações corretas.",geral,insurance_qa_v2
10611,Qual é a diferença entre anuidades qualificadas e não qualificadas?,"Uma anuidade é um produto de seguro com características diferentes de métodos de crédito usando taxas de juros, retornos de índices ou desempenho de subcontas separadas. As anuidades não são qualificadas por design e são destacadas como um produto porque os brincos acumulam impostos diferidos e os ganhos são tributados como renda ordinária, mas sua base é devolvida a você sem impostos. Se você adquirir uma anuidade para um plano qualificado como um IRA, você pode deduzir a contribuição para o plano, acumula impostos diferidos e é distribuído como renda ordinária, incluindo base. Portanto, sua faixa tributária efetiva é um dos fatores determinantes para você qualificar ou não sua anuidade.",geral,insurance_qa_v2
10612,Quão importante é ter um plano de aposentadoria?,"É extremamente importante ter um plano de aposentadoria. O dia em que você começa a trabalhar é o dia em que você deve pagar a si mesmo primeiro, porque é isso que é um plano de aposentadoria... pagar a si mesmo primeiro. Mesmo que seja uma quantia modesta, é o início de um hábito disciplinado que pode render muito nos seus anos dourados. O que você faz hoje determinará como você viverá amanhã.",geral,insurance_qa_v2
10613,O seguro residencial aumenta com piscina?,"Uma piscina em uma residência particular não deve fazer nenhuma diferença no prêmio do Seguro Residencial; entretanto, pode haver um problema de desqualificação. Se a piscina não estiver cercada com um portão trancado do lado de fora da propriedade, é improvável que uma seguradora aceite o risco. Além disso, há uma série de seguradoras que não aceitam uma casa se a piscina tiver um trampolim ou escorregador na propriedade. Para obter mais informações, pergunte ao seu agente de seguros sobre as regras de subscrição da transportadora específica com a qual você está segurando!",geral,insurance_qa_v2
10614,Você pode ter duas apólices de seguro de vida?,"A resposta simples é sim, você pode ter duas ou mais apólices de seguro de vida em vigor ao mesmo tempo. A principal restrição quanto ao valor do seguro de vida que você pode ter é quanto você vale. Quando você solicita qualquer apólice de seguro, eles perguntarão quais outros planos você tem em vigor. Se você estiver solicitando muito seguro combinado entre todos os seus planos -LRB-, esse valor varia de acordo com a empresa, mas geralmente é de 20 a 25 vezes sua renda anual -RRB-, eles podem negar sua solicitação.",geral,insurance_qa_v2
10615,Por que o seguro automóvel é obrigatório?,"Acredito que a intenção por trás do seguro automóvel obrigatório é ajudar a manter os custos do seguro automóvel a uma taxa tão baixa quanto possível para todos. Quanto mais pessoas adquirirem cobertura, normalmente maior será o custo da cobertura para o arrendador. Além disso, ao exigir que todos os motoristas licenciados tenham seguro, é mais provável que você não sofra uma perda financeira devastadora devido a um acidente, pois, em teoria, todos terão seguro automóvel.",geral,insurance_qa_v2
10616,O seguro de vida é propriedade pessoal?,"Bens pessoais intangíveis é o termo que se aplica a uma apólice de seguro de vida. É propriedade pessoal que não pode ser movida, tocada ou sentida. Pelo contrário, a propriedade pessoal intangível tem um valor intrínseco que não é de natureza física.",geral,insurance_qa_v2
10617,Posso mudar de provedor de assistência médica após 01/03/2015 em Indiana?,"Você está se referindo a um plano de suplemento do Medicare -LRB- também conhecido como plano Medigap -RRB-, plano Medicare Advantage ou plano de medicamentos prescritos Medicare Parte D? Sua cobertura original do Medicare -LRB- Medicare Partes A e B -RRB- é fornecida pelo governo federal. Você pode solicitar um novo plano de suplemento do Medicare a qualquer momento durante o ano. Você pode estar sujeito a subscrição médica -LRB- respondendo sim/não a perguntas de saúde, uma entrevista por telefone com a operadora e uma verificação de prescrição -RRB- se você estiver fora do período de inscrição inicial -LRB- quando era novo no Medicare Parte B -RRB- e não tiver um direito de emissão de garantia disponível para você. A subscrição médica para planos de suplementos do Medicare pode ser feita em menos de uma semana. Não há exames para esses produtos. Observe que uma preocupação comum que ouço muito de pessoas que desejam substituir seus planos de suplemento do Medicare é que eles estão preocupados com o risco de perder o plano existente se solicitarem um novo e forem recusados. Isto NÃO é verdade! Mesmo que você solicite um novo plano de Suplemento do Medicare e seja recusado, você sempre poderá manter o plano existente porque os planos de Suplemento do Medicare são renováveis ​​com garantia. Se você deseja mudar de provedor de plano de medicamentos controlados ou de plano Medicare Advantage, você só poderá fazer a mudança durante determinadas épocas do ano. Na maioria das vezes, você só pode fazer alterações durante o período de inscrição anual de cada ano -LRB- entre 15 de outubro e 7 de dezembro -RRB-, com as alterações entrando em vigor em 1º de janeiro. Fora deste período de inscrição, você só poderá fazer alterações em determinadas situações -LRB- conhecidas como períodos especiais de inscrição -RRB-. Um exemplo disso é se você saiu da área de serviço do plano. Para obter uma lista completa de situações que o qualificam para períodos especiais de inscrição para fazer alterações, visite o website Medicare.gov. Espero que as informações sejam úteis – sinta-se à vontade para entrar em contato comigo para obter ajuda com sua cobertura e se tiver outras dúvidas. Muito obrigado.",geral,insurance_qa_v2
10618,Quanto custa o seguro de vida para crianças?,"O preço depende do valor da cobertura, do estado e se a criança é do sexo masculino ou feminino. Lembre-se de que se você estiver comprando uma apólice da Universal Life, provavelmente desejará acumular dinheiro o mais rápido possível para ter um fundo para a faculdade já planejado. Tenho uma pergunta para mim - deixe-me saber: -RRB-",geral,insurance_qa_v2
